Key,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
2000-0,0.93038335128465532,0.0080726745416089627,0.60664415049310705,0.73640921767105916,0.62914184044588772,0.68956350143785616,0.58721741373480418,0.69674424605969831,0.59260133452845698,0.60522077766911486,0.75957362473539225,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-1,0.92999749721491887,0.0076096548593390483,0.61366836209144437,0.73632494502791024,0.70442051163896136,0.68709700927228501,0.58799478207052025,0.69759795321811646,0.59470241067838758,0.60581757165600958,0.75969512719916799,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-2,0.93015183884281338,0.0055177226479978395,0.59658244198738053,0.73704126249467505,0.63356999757489207,0.68834922837172874,0.58851302762766422,0.69626996430502164,0.59575294875335283,0.60701115962979924,0.75947912281912222,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-3,0.93040050035442134,0.013610763948019518,0.60227774868873507,0.73657776295735677,0.64464039039740284,0.68743852357213331,0.58825390484909224,0.69579568255034485,0.5938619802184153,0.60522077766911486,0.75946562254536942,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-4,0.93094069605205243,0.016184552045141225,0.5979113468843632,0.73706935337572477,0.63356999757489207,0.69009474590428699,0.58566267706337216,0.69807223497279314,0.59260133452845698,0.60581757165600958,0.75947912281912222,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-5,0.93046909663348565,0.0084541273903802859,0.617275389668969,0.73664799015998061,0.65238966537316045,0.69039831417081898,0.5866991681776601,0.69674424605969831,0.59281144214345005,0.60432558668877268,0.75968162692541497,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-6,0.93076063081950866,0.011130903580501301,0.6091121167303607,0.73722385322149742,0.61807144762337696,0.69017063797091982,0.58255320372050823,0.69683910241063374,0.58881939745858181,0.60641436564290441,0.75957362473539225,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-7,0.93041764942418737,0.011539723348993672,0.6009488437917524,0.73685867176785269,0.64131927255064958,0.68891841887147609,0.58773565929194815,0.69652291457418247,0.59764391728829047,0.60701115962979924,0.75964112610415646,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-8,0.93067488547067845,0.015344493155938933,0.6043660278125651,0.73671821736260468,0.63799815470389643,0.6884251204383619,0.58747653651337617,0.69734500294895552,0.59428219544840144,0.60551917466256222,0.75965462637790948,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2000-9,0.9302204351218778,0.0075393699494684429,0.60474571492598883,0.73666203560050536,0.66678117604242448,0.68888047283815956,0.58903127318480819,0.69810385375643835,0.59659337921332511,0.60581757165600958,0.75965462637790948,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
2006-0,0.96705217112111352,0.014840048637193536,0.57126872473668711,0.73525778650802598,0.71534474066119824,0.68820235293778964,0.59055371367657672,0.69584509568059938,0.6265044024127977,0.59730101268360758,0.75828197966806254,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-1,0.96707779815939077,0.015871895017060381,0.56957161924331423,0.73532853536251352,0.71423280605440609,0.68756801114745247,0.59364054620674789,0.69524555805407484,0.63094597168140221,0.60165157567959826,0.7583494685055463,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-2,0.96683861246880021,0.016835419815815964,0.5570554662296896,0.73556908146777078,0.72424021751553591,0.68853818094443875,0.59871177107774343,0.69496156654677388,0.62791762899826287,0.60491449792659135,0.75824148636557231,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-3,0.96679590073833732,0.011718992023806071,0.56044967721643524,0.73551248238418077,0.72090441369515923,0.68697098358007624,0.59628640266118038,0.69511933960638561,0.63215730875465803,0.60137966549234889,0.75832247297055266,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-4,0.96704362877502081,0.01666986873209287,0.5653288555098821,0.73541343398789849,0.71534474066119824,0.68801578182298451,0.59253810601740109,0.6957819864567546,0.63134975070582089,0.60355494699034429,0.75830897520305596,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-5,0.96706071346720579,0.015949470960613742,0.56702596100325497,0.7353709846752059,0.71423280605440609,0.68879938050516576,0.59364054620674789,0.69540333111368657,0.62912896607151858,0.60301112661584544,0.75832247297055266,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-6,0.96685569716098518,0.01495224384083386,0.56087395358977854,0.73539928421700085,0.72201634830195138,0.68846355249851665,0.59606591462331104,0.69543488572560896,0.62912896607151858,0.60110775530509941,0.75832247297055266,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-7,0.9670521711211133,0.015919366373430756,0.56448030276319572,0.73530023582071857,0.71868054448157481,0.68898595161997089,0.59628640266118038,0.69537177650176429,0.62912896607151858,0.59893247380710413,0.758362966273043,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-8,0.96706071346720579,0.014246290430217577,0.57020803380332907,0.73491819200648634,0.71756860987478266,0.68823966716075058,0.59033322563870738,0.69549799494945364,0.6281195185104721,0.59893247380710413,0.75829547743555925,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
2006-9,0.9668471548148927,0.012823834802267091,0.56596527006989694,0.73524363673712856,0.72312828290874365,0.68846355249851665,0.59540445050970281,0.695150894218308,0.62912896607151858,0.6065459590500879,0.75826848190056573,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
