Case study,It.,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Madrid,0,0.86495559701291358,0.086298533206469172,0.6642048886904417,0.72236564379707324,0.70420912704236083,0.55921583323542778,0.75476501751463798,0.81560249718615552,0.77813969581735243,0.81432620792723542,0.74689454384955345,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,1,0.86486463017685355,0.086964829915198258,0.66629194194933594,0.72397086661118581,0.70770746934079942,0.55502586967302692,0.75481975135739787,0.81437352188275847,0.78314261681366537,0.81234568747845937,0.74610985590420242,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,2,0.86512926097266418,0.08799271501366622,0.66489567392401938,0.72326512209808458,0.70746620435470031,0.55167389882310625,0.7543818806153193,0.81524404605599798,0.77948663608559055,0.81383107781504149,0.74685095007481161,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,3,0.86532773406952224,0.089381642693283789,0.66493976659850307,0.72222726251999458,0.70698367438250176,0.5583778405229477,0.75424504600841991,0.81488559492584056,0.78179567654542725,0.81531646815162362,0.7460662621294607,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,4,0.8655592860158563,0.090391105680750719,0.6654835762504685,0.72300219767163521,0.70806936681994836,0.54748393526070538,0.75523025517809661,0.8151928387516898,0.78410471700526407,0.81185055736626521,0.74654579365161966,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,5,0.86531119464478412,0.089646010403451271,0.66485158124953569,0.72242099630790479,0.7073455718616507,0.55502586967302692,0.75492921904291754,0.81432231457845028,0.78179567654542725,0.81333594770284734,0.7469817313990369,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,6,0.86501348499949693,0.087592404774208293,0.66395503020170088,0.72210271937062387,0.70577734945200576,0.55921583323542778,0.75473765059325804,0.81488559492584056,0.77756243570239314,0.8128408175906533,0.74689454384955345,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,7,0.86477366334079364,0.085778368379494055,0.66311726938651094,0.72301603579934304,0.70517418698675771,0.54748393526070538,0.75490185212153771,0.81544887527323084,0.77948663608559055,0.81185055736626521,0.74685095007481161,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,8,0.86526157637056944,0.087606612829277536,0.6661302688095625,0.72370794218473644,0.70565671695895615,0.54999791339814597,0.75514815441395677,0.8151928387516898,0.78237293666038643,0.81482133803942947,0.74680735630007,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Madrid,9,0.86582391681166704,0.092078013466678335,0.6651602299709215,0.72325128397037663,0.70650114441030343,0.54664594254822529,0.755367089784996,0.81483438762153237,0.78064115631550879,0.81333594770284734,0.74672016875058655,0.41834079587456324,0.0,0.90717691359044828,0.62629655376592763,0.53430947658353178,0.0
Rome,0,0.98385266587641373,0.002989584523943177,0.66201151193519892,0.75305268011790427,0.74316100809200758,0.62598883023699692,0.62634189403699425,0.69436579529321774,0.59534308595365104,0.63833833331241296,0.70838646584843468,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,1,0.98378526049278114,0.00069878546109768884,0.663124345726543,0.75418357211125819,0.74232522755806818,0.62654456748775922,0.62640611485153963,0.69413621091409528,0.58809455867711979,0.63833833331241296,0.70826316202849737,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2,0.98388262382469516,0.0029893266932563109,0.66228972038303491,0.7535373481150559,0.74305199323975457,0.62710030473852152,0.62638470791335776,0.69402141872453404,0.59975523299153954,0.63833833331241296,0.70833362135417577,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,3,0.98375530254449983,0.00022022857887995465,0.66183763165530141,0.7540758681118912,0.74265227211482709,0.62654456748775922,0.62627767322244887,0.69396402262975343,0.59786431283244446,0.63833833331241296,0.70829839169133657,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,4,0.98387513433762475,0.0043738186049525653,0.66145509503952693,0.75296292678509835,0.74319734637609192,0.62765604198928371,0.62638470791335776,0.69482496405146266,0.59534308595365104,0.63833833331241296,0.70822793236565817,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,5,0.98383019741520283,0.0025275123793143191,0.6621158401031374,0.75333989078288299,0.74301565495567024,0.62098719498013666,0.62642752178972139,0.69448058748277897,0.60070069307108709,0.63833833331241296,0.70821031753423858,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,6,0.98375530254449983,-0.00023497734512886324,0.66263748094282993,0.75317833478383245,0.74283396353524878,0.62765604198928371,0.62636330097517601,0.69396402262975343,0.59502793259380171,0.63833833331241296,0.70829839169133657,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,7,0.98388262382469505,0.00064843400800164083,0.66215061615911697,0.75371685478066763,0.74312466980792324,0.63043472824309499,0.62634189403699425,0.6949971523358045,0.59944007963169033,0.63833833331241296,0.70833362135417577,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,8,0.98386764485055445,0.0016052386616468759,0.66235927249499404,0.75400406544564647,0.7427612869670801,0.62432161848471013,0.62642752178972139,0.69436579529321774,0.59691885275289691,0.63833833331241296,0.70831600652275617,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,9,0.98388262382469482,0.0025271647634008535,0.66208106404715794,0.75359120011473946,0.74265227211482709,0.62654456748775922,0.62629908016063063,0.69488236014624327,0.59597339267334937,0.63833833331241296,0.70821031753423858,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
