Case study,Year,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Budapest,2000,0,0.90301220179130404,0.067869352357848078,0.54311092511348213,0.71904155000427605,0.7074561690790383,0.56619737468008036,0.54128069098742992,0.72751636578120105,0.60445366185290383,0.62667377731074803,0.73573081442816535,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,1,0.90304732003090149,0.067959455959545959,0.54106693273173556,0.71758593677517801,0.70718199491697553,0.5685745268259651,0.54122632103258661,0.72759680375440217,0.60750975938825658,0.62577527857984738,0.73664722252724413,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,2,0.90254688511663561,0.063381107599033981,0.54225926162108773,0.71902900161436978,0.71006082361863454,0.56619737468008036,0.54106321116805689,0.72759680375440217,0.60794634475044984,0.62465215516622152,0.73641812050247435,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,3,0.90298586311160589,0.067540466916801351,0.53805772172527533,0.71808787237141869,0.7062223853497559,0.56354380949397676,0.5399214421163484,0.72795877463380732,0.61340366177786565,0.62330440706987034,0.73561626341578057,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,4,0.90266979895522714,0.067501499176844545,0.5434515905104399,0.71891606610521575,0.70910121405141491,0.56719246162486936,0.53981270220666189,0.72723483287499713,0.60903780815593311,0.62644915262802292,0.73717415718421431,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,5,0.90318779298929197,0.069251021631077936,0.53845516468839261,0.71938035653173837,0.70361773081015966,0.56868509204205275,0.54106321116805689,0.72715439490179612,0.60772805206935321,0.62532602921439706,0.73522678997367208,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,6,0.90258200335623318,0.067906038941306174,0.54083982246709705,0.71877803381624961,0.71239130399616801,0.56934848333857868,0.54133506094227324,0.72735548983479881,0.60598171062058015,0.62532602921439706,0.73657849191981328,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,7,0.90302098135120323,0.067700007160230571,0.54208892892260885,0.71864000152728336,0.70635947243078723,0.5670818964087817,0.54128069098742992,0.72699351895539377,0.60620000330167689,0.62487677984894674,0.73689923475449082,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,8,0.90317901342939255,0.068667530064338664,0.54396258860587654,0.71899135644465195,0.71088334610482273,0.56647378772029955,0.54182439053586251,0.7274761467946006,0.60423536917180709,0.6262245279452977,0.73632647969256659,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,9,0.90333704550758187,0.068900845329581267,0.53862549738687149,0.71914193712352414,0.70156142459468906,0.56885093986618418,0.54073699143899734,0.72755658476780161,0.61165732032909259,0.62555065389712217,0.73584536544055024,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
