Var Par Value,Seed,KSIM,AWACE
0.0,0,-0.028736521928898747,0.028822250672557156
0.0,1,-0.0284248756948495,0.029063647161899145
0.0,2,-0.028043840039144282,0.029117467183993422
0.0,3,-0.030690640171330694,0.029332717291691256
0.0,4,-0.030001225983721437,0.02872768659610166
0.0,5,-0.02766890163665265,0.028496353784097785
0.0,6,-0.029046871040441666,0.028907650455445303
0.0,7,-0.027180885003669903,0.028977417217677565
0.0,8,-0.023138802039320741,0.028964075514044885
0.0,9,-0.027801480633542701,0.02902294464742149
0.01,0,0.0095955950468848139,0.01620922063635722
0.01,1,0.0070666588805633592,0.016056519662623624
0.01,2,0.0085232793230383529,0.016317259264078409
0.01,3,0.006236724714640888,0.01590661389539395
0.01,4,0.0095679563951571144,0.015954689813878806
0.01,5,0.0047301945675058202,0.015724669113497028
0.01,6,0.0073102674788422398,0.015382921656362597
0.01,7,0.0090717976173830955,0.01534918026036688
0.01,8,0.0085393409888848606,0.01539115685740238
0.01,9,0.010907138490922461,0.015504348132865681
0.02,0,0.055373177796861087,0.0085794615453211893
0.02,1,0.05237263586653073,0.0083802366201169744
0.02,2,0.050847600390337332,0.0091108437626820377
0.02,3,0.052512384238047639,0.0078543636634426043
0.02,4,0.056554706607665449,0.0082824820977418119
0.02,5,0.052196251042554813,0.0081005556765209839
0.02,6,0.055355916208114295,0.0080365602767593636
0.02,7,0.053038457169095027,0.008191902745679781
0.02,8,0.052864521270629933,0.0075447230624990621
0.02,9,0.053477955158817224,0.0079270152971118741
0.03,0,0.064847095087012877,0.010501516977314803
0.03,1,0.065462086072431355,0.011006027364667846
0.03,2,0.061253476659625342,0.010532904287438041
0.03,3,0.06687566859678859,0.011158246842092717
0.03,4,0.065576410472703031,0.011224571743603808
0.03,5,0.067771742357395942,0.010780382971376113
0.03,6,0.064038662479561026,0.010924467756571301
0.03,7,0.063557717979943681,0.0113166576154634
0.03,8,0.063394045494654397,0.011042805733819916
0.03,9,0.064119593547849255,0.010949799480608754
0.04,0,0.06776747881222378,0.014309638214658827
0.04,1,0.066161362887622893,0.014811493858867061
0.04,2,0.064796607415065835,0.014131038571283804
0.04,3,0.068523491618782253,0.015085258531033614
0.04,4,0.068647200623991184,0.015081387611535735
0.04,5,0.071022520673561518,0.014699493911130608
0.04,6,0.066345605422090809,0.014576439537586455
0.04,7,0.066241733414573067,0.014666450391523662
0.04,8,0.062973479452113054,0.014618353007831951
0.04,9,0.06638478536522989,0.014759364818181825
0.05,0,0.068235346435482555,0.017051208554662411
0.05,1,0.068902232667599539,0.017665071293279454
0.05,2,0.06588253471119121,0.017155833212656044
0.05,3,0.068934750908663023,0.017730498332197246
0.05,4,0.069619043314154944,0.017805002026812337
0.05,5,0.069874225649701721,0.017806285225333583
0.05,6,0.066667305197573093,0.017516855815659305
0.05,7,0.067044659066131981,0.017488964510383197
0.05,8,0.06600765956717361,0.017396150745380506
0.05,9,0.06652153436912607,0.017322350492241713
0.06,0,0.068730158678696474,0.020097779358236176
0.06,1,0.067242286722468736,0.020342923314216603
0.06,2,0.065883731026834841,0.020245937425591182
0.06,3,0.068923909595262692,0.020622264993041567
0.06,4,0.071690820786457748,0.021094362290616033
0.06,5,0.070485010318831712,0.020754050652234131
0.06,6,0.066074150949041857,0.020497893205207805
0.06,7,0.067830475226360404,0.020594410473836665
0.06,8,0.067823293543638183,0.020185670949403565
0.06,9,0.065260304540194145,0.020745563582490321
0.07,0,0.069269193579234875,0.023459225442441483
0.07,1,0.068769674420690124,0.023898003724000999
0.07,2,0.066238729910143443,0.02431108304341088
0.07,3,0.067489354015242711,0.024282156419600194
0.07,4,0.069087460695272246,0.024821777814564069
0.07,5,0.07077821358653974,0.024318683769524826
0.07,6,0.063615688049541819,0.023947460140774705
0.07,7,0.066406224402288785,0.02443038217208305
0.07,8,0.068225587936929566,0.024171028537108903
0.07,9,0.067284370473474062,0.024159853277273585
0.08,0,0.06739957386171877,0.027753540557567454
0.08,1,0.066522024676645308,0.027956733826963353
0.08,2,0.064208340738017719,0.02818255813191043
0.08,3,0.06918931664455133,0.028151935947051707
0.08,4,0.065895096694907104,0.02863603646170854
0.08,5,0.069272829356629317,0.028520770182241733
0.08,6,0.064726689270874507,0.028135728430243843
0.08,7,0.066382302585078434,0.028165135541391804
0.08,8,0.067390356281442396,0.028233624235033779
0.08,9,0.067038119523368009,0.027798619898202152
0.09,0,0.066824376302097366,0.032190681959040533
0.09,1,0.064938961537391704,0.031925619461618211
0.09,2,0.062132458518257591,0.032597364642674723
0.09,3,0.068495452061799383,0.032198636130090746
0.09,4,0.064001726417549434,0.032545907264839281
0.09,5,0.069467872312311524,0.032120043824570288
0.09,6,0.064792346274659407,0.031963149813923987
0.09,7,0.065523962071638631,0.032207393469472809
0.09,8,0.066141125915699484,0.032009488199055074
0.09,9,0.067495598351341821,0.032085968142200605
0.1,0,0.065942245035054928,0.035907332033312124
0.1,1,0.064884230116997912,0.03591955286215881
0.1,2,0.061975337441442097,0.036189757505351805
0.1,3,0.068338072475064987,0.035876175797844925
0.1,4,0.065001034915908695,0.036497802519582262
0.1,5,0.068904544098269627,0.035857855673340711
0.1,6,0.063877651560331941,0.035737373860339809
0.1,7,0.063131857443982142,0.036171261671284136
0.1,8,0.065342477527338516,0.03574887315674781
0.1,9,0.065492620185077302,0.035692760600577418
0.11,0,0.063335366921405234,0.039425452129960722
0.11,1,0.062357112314364277,0.039580327891575715
0.11,2,0.063330200579903517,0.040113105613952732
0.11,3,0.067199153978957551,0.039537217438723821
0.11,4,0.065625709209931923,0.039994003415114922
0.11,5,0.068543005914675437,0.039695680012915784
0.11,6,0.061868517832520273,0.039362906347754578
0.11,7,0.062062344202432236,0.039874628899930015
0.11,8,0.065173483041191374,0.039756567230391907
0.11,9,0.064445639667320045,0.03942278456382721
0.12,0,0.061675892954725732,0.043312955071365809
0.12,1,0.060464792875827768,0.043275318378331415
0.12,2,0.061364810600702098,0.043853105259078144
0.12,3,0.064103478281027096,0.043282424228051827
0.12,4,0.063596401458089716,0.043591907076994889
0.12,5,0.066545950394194461,0.043648777907913043
0.12,6,0.062528859163872075,0.043530897148757075
0.12,7,0.063023596508547483,0.043427299419815879
0.12,8,0.063669478851512681,0.042999579801555055
0.12,9,0.062763191038243668,0.043253015331399559
0.13,0,0.059921620366142882,0.047478068762488439
0.13,1,0.059803450967359992,0.047939988350603743
0.13,2,0.059321637992411552,0.047653830754074679
0.13,3,0.06295946625873261,0.047179001136259183
0.13,4,0.063787488795986488,0.04764237556905325
0.13,5,0.066000729422685644,0.048105814077249065
0.13,6,0.060242361355314258,0.047770954674018901
0.13,7,0.061026079537171332,0.047792730875509372
0.13,8,0.060744896450176611,0.047210836676690238
0.13,9,0.061232986798579844,0.047581285376607427
0.14,0,0.060010351230422795,0.052308871110856352
0.14,1,0.060910785910955438,0.052178716566445585
0.14,2,0.060654790827906861,0.052291338954785251
0.14,3,0.06144433726377236,0.051705955360196718
0.14,4,0.063751481026759732,0.05226975329016631
0.14,5,0.065858425283333133,0.052358199468829948
0.14,6,0.061222491629816869,0.052500789091610406
0.14,7,0.060795632352572869,0.052412128649002999
