Key,Kappa,KSIM,AAWCE
2000-0,0.88414492756748864,0.1113542828335367,0.032275267748442943
2000-1,0.88438197568477228,0.11109185740796113,0.031519528415480808
2000-2,0.88421516404668365,0.10775042435053353,0.031793891752009369
2000-3,0.88335476717654227,0.10436063887062567,0.032038113319657453
2000-4,0.8838815407705064,0.10461977296087177,0.031648573197842839
2000-5,0.88394299768980245,0.10852591243140504,0.032184439594283958
2000-6,0.88431173920557704,0.10750620711046657,0.032108299804868873
2000-7,0.88454878732286113,0.10872292012017079,0.03191887310595707
2000-8,0.88344256277553634,0.10334624547065403,0.031909341919707707
2000-9,0.88365327221312195,0.10610718531172615,0.031601290131458126
2000-10,0.88444343260406821,0.10799879842784901,0.031501211425018286
2000-11,0.88355669705422868,0.10486821360043247,0.032193618363601482
2000-12,0.88357425617402729,0.10396322839221517,0.031953314621819981
2000-13,0.88330208981714597,0.10690722282111136,0.032112604425461849
2000-14,0.88430295964567773,0.10749126824297726,0.032075797643416601
2000-15,0.88425028228628122,0.10857324028850431,0.031892788605069743
2000-16,0.8841800458070862,0.11079631402521621,0.032435889374583658
2000-17,0.88360937441362508,0.10525057212517122,0.031846264168315562
2000-18,0.88432929832537599,0.10925653722679658,0.032090599612308819
2000-19,0.88307382125976142,0.10301872720283423,0.032076246376299432
2000-20,0.88482095367974245,0.10947629278365986,0.031247630031636265
2000-21,0.88387276121060698,0.10647982530941429,0.031777163315896667
2000-22,0.88372350869231719,0.10673301031689546,0.031692126308878403
2000-23,0.88384642253090895,0.10824883988201718,0.031765767349262668
2000-24,0.88377618605171371,0.10562731439607588,0.032149784782344468
2000-25,0.88412736844768958,0.10809876966677177,0.032013204654436994
2000-26,0.88394299768980222,0.10715522938001561,0.03223199289132516
2000-27,0.88397811592939968,0.10692508371459623,0.031810837036796102
2000-28,0.88289823006177348,0.10507304729985699,0.032720695032802345
2000-29,0.88416248668728759,0.10968364611598698,0.032458338321396524
2000-30,0.8840307932887963,0.1060894833142936,0.031162601051658613
2000-31,0.88391665901010408,0.11095324444780813,0.032422975945917497
2000-32,0.88363571309332301,0.10508799218918992,0.032337120971843741
2000-33,0.88347768101513402,0.10655391496332611,0.032013438730224573
2000-34,0.88364449265322242,0.1064897428725893,0.031994293521480324
2000-35,0.88418004580708609,0.10517220656487662,0.031796697276076522
2000-36,0.88341622409583831,0.10810751394036018,0.032331970196315694
2000-37,0.88286311182217569,0.10233817886941243,0.032027469872120566
2000-38,0.88352157881463123,0.10583312237933887,0.031909284633237188
2000-39,0.88390787945020477,0.10827071003754558,0.031717220795292413
2000-40,0.88390787945020477,0.1085846218259385,0.031948120545422863
2000-41,0.88431173920557715,0.10828122653764923,0.031994545877981444
2000-42,0.88363571309332289,0.10496725560786145,0.031835208182803887
2000-43,0.88442587348426926,0.10988497548122295,0.031534809273364113
2000-44,0.88417126624718678,0.11075001980908938,0.031744219107859337
2000-45,0.88383764297100931,0.1061723982125484,0.031648344320308823
2000-46,0.88279287534298045,0.10417763286625609,0.032776824586802318
2000-47,0.88442587348426949,0.11002275113248906,0.032006120137142442
2000-48,0.88343378321563704,0.10674214832752817,0.032099750797863473
2000-49,0.88381130429131127,0.10269583134268639,0.031897065614717279
