theta_si value,KSIM avg.,KSIM_err,CLU avg,CLU_err
0.076,0.069598012213832258,0.0040577803410211943,0.012729047821661224,0.00024878404838390208
0.077,0.069243132312884592,0.0045618683157125847,0.012728469808922876,0.00025315535227209661
0.078,0.069288317966347143,0.0044957179284265195,0.012752780407403731,0.00025309058056459301
0.079,0.069385870618825021,0.0042597906342236799,0.012743917262811049,0.00035095315232208397
0.08,0.069090201542820112,0.0036996085618113614,0.012711611253522848,0.00034367198590712356
0.081,0.069279666905938619,0.0036126163747009846,0.012670315762031467,0.00037641085481123632
0.082,0.069149593870210649,0.0039020724303176629,0.012653606983272208,0.00038218748840824178
0.083,0.068817960799123681,0.003997721301668658,0.012674142032666888,0.00034078147777117079
0.084,0.069062739838869971,0.0036942438351152615,0.012639090663211727,0.00034743345378621289
0.085,0.06903694818875776,0.0039721388479982966,0.012616100560619046,0.00033355095480253061
0.08600000000000001,0.068856770878577958,0.0038541188619408001,0.012564584799515452,0.00038848405559756792
0.08700000000000001,0.068578483390106956,0.0041189528475974388,0.012520317151597951,0.0004795382224053301
0.088,0.068520028106321643,0.0036661588599308098,0.012461619557653408,0.0005041886048318062
0.089,0.06835924010108993,0.003653278970015314,0.01242872519779761,0.00054682757048547977
0.09,0.0680599774093371,0.0038133715726966569,0.012321011529838239,0.00059547625336608088
0.091,0.067667732513660858,0.0029349570160219773,0.012282358719808512,0.00047570997121435324
0.092,0.067414877276169766,0.0026787102499241933,0.012201715082159465,0.0004321304693175633
0.093,0.067171900512850269,0.0025502136814303591,0.012063413483463337,0.00053738786169566302
0.094,0.067074719097745941,0.0016495008667504821,0.011870230361510673,0.000485920509797148
0.095,0.06678373265273177,0.002409342928140476,0.011684515296966734,0.00052448017537576504
0.096,0.066437060495065731,0.0021328073181477725,0.011470651596778477,0.0005485767342979465
0.097,0.066235759936712449,0.0022897289557880993,0.011210047405814419,0.00067891441155368531
0.098,0.06573654311481722,0.0025455978447689251,0.010944644614620363,0.00072779861620414412
0.099,0.065588143666245921,0.0026835508789875145,0.010657147662227506,0.00074830510361899739
0.1,0.065109296974460287,0.0024761314309237684,0.010233358364594738,0.00085203726157815837
