Case study,Year,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Budapest,2000,0,0.90302098135120323,0.071320750882789483,0.55083267411119141,0.72197787324228391,0.70169851167572039,0.5937833960939507,0.54269430981335465,0.72876315436581851,0.61078414960470606,0.62892002413799986,0.74505526683629164,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,1,0.90302976091110265,0.071164561706146323,0.54884545929560447,0.72217864748078009,0.70361773081015966,0.5927883091491617,0.54182439053586251,0.72860227841941627,0.61187561301018933,0.62914464882072507,0.74565093210069289,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,2,0.90244153039784258,0.064874192055318802,0.55463677104388642,0.72229158298993446,0.7000534667033439,0.59372811348590682,0.54122632103258661,0.72844140247301403,0.60881951547483637,0.62802152540709921,0.74571966270812373,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,3,0.90283661059331588,0.069464108396825583,0.55037845358191428,0.72309467994391941,0.7025210341619087,0.59251189610894262,0.5424224600391383,0.72876315436581851,0.61231219837238249,0.62847077477254953,0.74457415258427528,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,4,0.90299464267150498,0.071602763102587771,0.55100300680967029,0.72328290579250964,0.70279520832397147,0.59411509174221366,0.54166128067133268,0.72872293537921784,0.61143902764799596,0.62892002413799986,0.74583421372050862,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,5,0.90317023386949313,0.071942788301825544,0.54992423305263738,0.72313232511363745,0.70046472794643799,0.59350698305373151,0.54166128067133268,0.72844140247301403,0.60685488134496668,0.62959389818617539,0.7456738423031698,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,6,0.90284539015321508,0.069948214232892214,0.54753957527393304,0.72289390570542322,0.7049886016204735,0.59306472218938089,0.54177002058101931,0.72832074551321235,0.6110024422858028,0.62981852286890061,0.7447116137991372,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,7,0.90267857851512656,0.067292079933519072,0.54958356765567962,0.72289390570542322,0.70060181502746943,0.59428093956634509,0.54345548918116027,0.72832074551321235,0.60881951547483637,0.62914464882072507,0.74505526683629164,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,8,0.90248542819733968,0.06739501598225299,0.55151400490510694,0.72273077663664487,0.70690782075491276,0.59162737438024138,0.54225935017460858,0.7285620594328156,0.61122073496689933,0.62914464882072507,0.74544474027840013,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
Budapest,2000,9,0.90286294927301391,0.067597926011665269,0.54924290225872185,0.72286880892561101,0.70019055378437534,0.59146152655610984,0.54144380085195964,0.72864249740601683,0.61231219837238249,0.62577527857984738,0.74546765048087715,0.42338485121551839,0.6998912105638293,0.89198853982523507,0.55440236538077703,0.62076711962669995,0.0
