Case study,Year,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Rome,2000,24,0.984931152,0.024208274,0.673035522,0.763697425,0.745014261,0.63210194,0.624950443,0.692988289,0.654276764,0.639907364,0.711927047,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,25,0.985133368,0.029891516,0.672757313,0.763446116,0.745159614,0.634324889,0.624800594,0.691610783,0.651755537,0.637553818,0.711240069,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,26,0.984833789,0.023145652,0.673626715,0.763661524,0.745195952,0.630434728,0.624308235,0.691553387,0.654591918,0.638338333,0.711680439,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,27,0.985148347,0.028425435,0.674044027,0.763212757,0.744723554,0.63821505,0.625121699,0.691323802,0.654907071,0.638338333,0.711539521,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,28,0.984968599,0.026700367,0.67296597,0.763841031,0.745086937,0.637103575,0.624822001,0.69120901,0.656167684,0.638338333,0.711433832,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,29,0.9851109,0.030208264,0.672826865,0.763464067,0.744614539,0.627656042,0.62497185,0.69224214,0.653331304,0.638338333,0.711328143,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,30,0.985193284,0.023745448,0.674322236,0.763679475,0.744796231,0.640437999,0.625036071,0.691323802,0.659004065,0.639122849,0.711028691,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,31,0.985140858,0.032637199,0.67296597,0.763499968,0.744977922,0.634324889,0.624886222,0.693504854,0.655537378,0.638338333,0.712138425,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,32,0.984976089,0.028116701,0.673452834,0.763356363,0.745159614,0.635992101,0.625036071,0.692356932,0.652700997,0.639907364,0.711733284,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,33,0.984841278,0.023700861,0.672931194,0.763912833,0.744687216,0.635436363,0.625485617,0.69120901,0.655852531,0.639122849,0.711856588,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,34,0.985013536,0.025825256,0.67313985,0.763841031,0.744796231,0.635436363,0.625207326,0.692643912,0.653646458,0.638338333,0.711662824,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,35,0.985163326,0.02324946,0.673209402,0.763589721,0.744905246,0.634324889,0.625143105,0.691036822,0.653961611,0.638338333,0.710605935,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,36,0.985028515,0.027761572,0.673418058,0.763212757,0.744868907,0.635992101,0.624993257,0.691094218,0.652385844,0.637553818,0.711486676,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,37,0.985140858,0.024111629,0.672618209,0.763607672,0.744796231,0.634324889,0.625271547,0.692701309,0.653646458,0.639122849,0.711222454,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
Rome,2000,38,0.985178305,0.034663087,0.672583433,0.763607672,0.744905246,0.632657677,0.625164512,0.69224214,0.652700997,0.638338333,0.710905387,0.661764893,0.394646039,0.865875529,0.607903618,0.70461041,0.994425336
