Case study,Year,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Rome,2000,0,0.98531311585512416,0.012400039420669993,0.67286164140080418,0.76218956939754257,0.74486890744397083,0.63932652425529124,0.62604219690244922,0.69275870463936051,0.63127056897645772,0.63833833331241296,0.70939051123935215,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,1,0.98530562636805374,0.011905929062272367,0.67216612028121414,0.76315890539184594,0.74483256915988649,0.63821504975376675,0.62617063853153998,0.69206995150199313,0.63190087569615605,0.63833833331241296,0.70919674809373656,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,2,0.98547788457067076,0.017523134031863022,0.67373104280029183,0.76332046139089649,0.74472355430763348,0.64266094775986482,0.62614923159335811,0.6919551593124319,0.64041001641208395,0.63833833331241296,0.70946097056503055,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,3,0.98531311585512416,0.014398339326610823,0.67185313577739858,0.76333841205745767,0.74465087773946481,0.64043799875681573,0.62582812752063144,0.69178297102809005,0.62969480217721174,0.63833833331241296,0.70949620022786986,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,4,0.98532060534219434,0.011430818144596915,0.67310507379266071,0.76301530005935658,0.74494158401213939,0.63765931250300445,0.6259565691497222,0.69356224996628912,0.63410694921510036,0.63833833331241296,0.70949620022786986,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,5,0.98526817893270235,0.011336968808784801,0.67331373012853779,0.76308710272560132,0.74501426058030795,0.63710357525224215,0.62591375527335857,0.69275870463936051,0.63662817609389377,0.63990736440433305,0.70958427438496785,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,6,0.98539550021289746,0.01944994542527527,0.67202701605729609,0.76326660939121305,0.74446918631904324,0.63376915174766868,0.6261064177169946,0.69252912026023805,0.64261608993102814,0.63833833331241296,0.70947858539645015,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,7,0.98550784251895218,0.019028537414787185,0.67380059491225086,0.76308710272560132,0.7451596137166453,0.63932652425529124,0.62593516221154044,0.69264391244979928,0.64009486305223484,0.63833833331241296,0.70942574090219135,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,8,0.98544792662238945,0.014054797596733306,0.67209656816925512,0.76283579339374485,0.74461453945538048,0.63265767724614408,0.62608501077881273,0.69212734759677375,0.64072516977193306,0.63833833331241296,0.70930243708225416,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,9,0.98508094175594441,0.005344676293609245,0.67164447944152161,0.76337431339058004,0.74483256915988649,0.63543636349995536,0.62621345240790349,0.69224213978633498,0.62622811521887078,0.63833833331241296,0.70930243708225416,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
