Key,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
2000-0,0.98386764485055433,0.00038344302559452083,0.66799299356367359,0.7635538200561921,0.74541398170523565,0.64043799875681573,0.62625626628426712,0.69580069766273311,0.60164615315063463,0.63833833331241296,0.71111676471847352,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-1,0.98392756074711685,0.0045613654617746614,0.6678886653957351,0.76448725471737311,0.74512327543256096,0.64043799875681573,0.6265773703569939,0.69551371718883004,0.59817946619229356,0.63833833331241296,0.71101107572995581,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-2,0.98406986100145277,0.0031726330955158797,0.66969702030666944,0.76470266271610721,0.74512327543256096,0.64377242226138931,0.62640611485153963,0.6960876781366363,0.60574314682867392,0.63833833331241296,0.71122245370699111,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-3,0.98379274997985144,0.0012965342145106775,0.66712359216418604,0.76475651471579076,0.74505059886439229,0.64321668501062712,0.62632048709881238,0.69557111328361065,0.60385222666957883,0.63833833331241296,0.711627594829642,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-4,0.98411479792387468,0.0013404648305133818,0.6701838850903824,0.76420004405239439,0.74523229028481397,0.64266094775986482,0.62638470791335776,0.69671903517922307,0.60574314682867392,0.63833833331241296,0.71101107572995581,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-5,0.98388262382469505,0.0012737630192314693,0.66865373862728428,0.76423594538551676,0.74523229028481397,0.63932652425529124,0.62636330097517601,0.69620247032619753,0.60668860690822146,0.63990736440433305,0.7112929130326695,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-6,0.98388262382469516,-8.8708013205726177e-05,0.66858418651532525,0.7651334787135754,0.74512327543256096,0.63654783800147996,0.62651314954244852,0.69580069766273311,0.60857952706731666,0.63833833331241296,0.7113457575269283,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-7,0.98397998715660906,0.0026997263499814049,0.66882761890718179,0.76420004405239439,0.74548665827340432,0.63932652425529124,0.62638470791335776,0.69551371718883004,0.60763406698776912,0.63833833331241296,0.71102869056137552,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-8,0.98411479792387457,0.0031944494584346984,0.66861896257130471,0.76416414271927202,0.74508693714847662,0.63488062624919306,0.62640611485153963,0.69585809375751373,0.6010158464309362,0.63833833331241296,0.7113457575269283,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2000-9,0.98397998715660884,-0.0014955960532032407,0.66868851468326373,0.76459495871674021,0.74534130513706698,0.63932652425529124,0.62664159117153906,0.69625986642097815,0.59912492627184111,0.63833833331241296,0.71102869056137552,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
2006-0,0.91209225363545321,0.016433411030865833,0.65229394078529668,0.76261754923366198,0.73180468900849593,0.61322071391795363,0.6310630407240776,0.69514729550629861,0.60625340843279785,0.64623090043837095,0.7128159780846185,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
2006-1,0.91226463646147293,0.01690992483109988,0.65343543501073287,0.7621395623464452,0.72985701064254449,0.62256320875085336,0.63112678976668946,0.6950343452638037,0.60598091944209398,0.64844657329575062,0.71249670735430692,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
2006-2,0.9121896874066816,0.016145266999655825,0.65326248134021225,0.7628476910682479,0.7309866640947964,0.61695771185111359,0.63110554008581887,0.69542967111253573,0.61143069925617288,0.64623090043837095,0.71221291114958518,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
2006-3,0.91171750836149745,0.013677159850887136,0.65132540023038099,0.76236970418103112,0.7302854998830538,0.62318604173971337,0.63133928657539595,0.69458254429382416,0.60761585338631763,0.6417995547236115,0.71249670735430692,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
2006-4,0.91224964665051467,0.015571572626573585,0.65212098711477595,0.76224578165471557,0.73071398912356322,0.62692303967287322,0.63127553753278387,0.69497787014255619,0.60243856256294259,0.64770801567662406,0.71196458947045393,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
2006-5,0.91215221287928605,0.01605872790933207,0.65215557784888012,0.76263525245170716,0.73266166748951445,0.61571204587339357,0.6316155324267142,0.69424369356633941,0.60816083136772547,0.6469694580574975,0.71270955450784801,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
