Case study,Year,Seed,Kappa,KSIM,AAWCE
Rome,2000,0,0.985021025859382,0.024913642098638614,0.0031628602894189827
Rome,2000,1,0.98519328406199902,0.030345434531259204,0.0033294414345425936
Rome,2000,2,0.9850285153464523,0.026349136482960049,0.0033652233718605849
Rome,2000,3,0.98511089970422572,0.030764081636948562,0.0033274535962932008
Rome,2000,4,0.98520077354906943,0.026157508479446361,0.0031962509323969213
Rome,2000,5,0.98514834713957722,0.023201858171000411,0.003507754788326932
Rome,2000,6,0.98501353637231182,0.027197450795689856,0.0035236189219390339
Rome,2000,7,0.98514085765250692,0.030275359803438838,0.0034120594945213027
Rome,2000,8,0.98503600483352272,0.022587845672674262,0.003419512909042527
Rome,2000,9,0.98499855739817099,0.021570916821304683,0.0033953395853606734
Rome,2000,10,0.98499106791110091,0.024313255128758243,0.0033314518200005393
Rome,2000,11,0.98485625714383529,0.020372969680970649,0.0035220799727671967
Rome,2000,12,0.985021025859382,0.030542122411629857,0.0034352136273732873
Rome,2000,13,0.9850360048335226,0.024449302717268345,0.0034551375127581884
Rome,2000,14,0.98505847329473362,0.025914190676027973,0.0034031383061909081
Rome,2000,15,0.98505098380766332,0.027759150692029787,0.0035261459232655882
Rome,2000,16,0.98493115201453829,0.017163841786613596,0.003224398544302798
Rome,2000,17,0.98491617304039758,0.025188565850267873,0.0034075073879397274
Rome,2000,18,0.98493115201453829,0.028014840467245884,0.0033797381044143484
Rome,2000,19,0.98481132022141327,0.019803040145015868,0.0032789592014152006
Rome,2000,20,0.98479634124727278,0.024501382079009416,0.00325581636710586
Rome,2000,21,0.98514085765250692,0.036903823810988674,0.0033322325409694932
Rome,2000,22,0.98475140432485098,0.023983809943402233,0.003559146597675855
Rome,2000,23,0.98499106791110069,0.025295622718351587,0.003319416900387263
Rome,2000,24,0.98493115201453829,0.024208273744882644,0.0036222880927137668
Rome,2000,25,0.98513336816543673,0.029891515843672178,0.0032824323661483964
Rome,2000,26,0.98483378868262428,0.023145652006001861,0.0035549612731182456
Rome,2000,27,0.98514834713957722,0.02842543481146851,0.0033044308786328472
Rome,2000,28,0.98496859944988979,0.026700366854747127,0.0034159663352625437
Rome,2000,29,0.98511089970422561,0.030208264204475151,0.0033741516227486995
Rome,2000,30,0.98519328406199913,0.023745447732019795,0.0033283234879791677
Rome,2000,31,0.98514085765250692,0.032637198847839159,0.0036474642729693906
Rome,2000,32,0.98497608893696009,0.028116701009176803,0.0034535566216487169
Rome,2000,33,0.98484127816969447,0.023700860677238259,0.0036140170318929763
Rome,2000,34,0.9850135363723117,0.025825256285045724,0.0035778818717232311
Rome,2000,35,0.98516332611371793,0.023249460022902742,0.0031903429461611625
Rome,2000,36,0.9850285153464523,0.027761571703885646,0.0032600590926591586
Rome,2000,37,0.98514085765250692,0.024111629288412748,0.0034409006735677977
Rome,2000,38,0.98517830508785842,0.034663086921370087,0.0033350203127799306
Rome,2000,39,0.9849760889369602,0.021992508458611195,0.0034211870110233563
Rome,2000,40,0.98483378868262428,0.024043151390493067,0.0035264855361413494
Rome,2000,41,0.98511089970422572,0.027491087873958087,0.0034306899433726072
Rome,2000,42,0.98526817893270235,0.031968689501316414,0.0033599864718361246
Rome,2000,43,0.98479634124727278,0.021654034429860032,0.0037206724131916176
Rome,2000,44,0.98496859944988979,0.021455101171378863,0.0034042011235665697
Rome,2000,45,0.98478136227313218,0.014605346833149672,0.0033914742728717358
Rome,2000,46,0.98479634124727289,0.019384069687134707,0.003423526805482521
Rome,2000,47,0.98518579457492872,0.023714161351091348,0.0034052875584427225
Rome,2000,48,0.98511838919129602,0.024030511487470322,0.0032412020293636325
Rome,2000,49,0.98509592073008501,0.020313760561424542,0.0033525592898828874
Rome,2006,0,0.91256443268063736,0.017455000222700068,0.0061295418961264617
Rome,2006,1,0.9127368155066572,0.018847844324374648,0.0060529594560049605
Rome,2006,2,0.91270683588474066,0.017042044633980416,0.0060021485917029181
Rome,2006,3,0.9125719275861166,0.015471991088168182,0.0059342463116834583
Rome,2006,4,0.91293917795459334,0.018750438565206889,0.0060241808706376094
Rome,2006,5,0.91288671361623952,0.019194855370472632,0.0058740662404519143
Rome,2006,6,0.91297665248198878,0.020153287974775686,0.0058160655823426581
Rome,2006,7,0.91280426965596917,0.019346047611998343,0.00583735397037003
Rome,2006,8,0.91260190720803303,0.016994281785291342,0.0055785203368721109
Rome,2006,9,0.91288671361623952,0.017621462495411706,0.005831600636848751
Rome,2006,10,0.91260940211351205,0.016888876532720726,0.0060051286881905681
Rome,2006,11,0.91280426965596928,0.018823842319526208,0.0061557000407099684
Rome,2006,12,0.91244451419297157,0.016085841074755431,0.0057603254661266574
Rome,2006,13,0.9125719275861166,0.016769201367630764,0.0058988507523878367
