Case study,Year,Var Par Value,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Berlin,2000,0.0,0,0.9331957987262901,-0.00089404567592744563,0.52520126466373585,0.71285501391096762,0.19407540252121278,0.6463050234570662,0.53150601634182426,0.67154407549454143,0.53398130994539317,0.56881634446853435,0.75289098922772868,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.0,1,0.93326439500535441,0.00015385556674625049,0.52539110822044777,0.71233533261155013,0.22285842385974089,0.64611529329048389,0.53046952522753621,0.6714176003599609,0.53587227848033081,0.56821955048163952,0.75307999306026863,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.0,2,0.93286996640073494,-0.0040293103856018139,0.52197392419963484,0.7120544238010541,0.17636277400519548,0.64657064569028155,0.53850233136326819,0.66980504239405991,0.53923400032021984,0.56762275649474492,0.7529449903227402,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.0,3,0.93307575523792752,-0.0020967041468808734,0.52387235976675317,0.71324828624566228,0.21068099175497901,0.64619118535711673,0.53876145414184018,0.67110141252350985,0.53629249371031684,0.56762275649474492,0.75303949223901012,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.0,4,0.93311005337745989,-0.00087067836455532446,0.52672001311743044,0.71223701452787647,0.20735987390822574,0.64687421395681333,0.5364293491346922,0.67065874955247817,0.53461163279037238,0.56792115348819217,0.75306649278651583,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.01,0,0.93219257814497536,0.0021489062142500313,0.53469344249932693,0.72390877560398614,0.34131162706060653,0.66687177351459959,0.54990373362043621,0.68188341774649408,0.58356670708375535,0.57717146028506106,0.75340399963033722,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.01,1,0.932166854540326,0.00033162051230904629,0.53336453760234415,0.72362786679349,0.4165902982536801,0.66577133854842163,0.55094022473472426,0.68178856139555877,0.58440713754372753,0.57776825427195577,0.75355250264161855,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.01,2,0.93232119616822062,0.00013734689266077795,0.5343137553859032,0.72361382135296526,0.38780727691515199,0.66607490681495363,0.55249496140615617,0.68014438464601279,0.58188584616381089,0.57866344525229796,0.75343100017784304,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.01,3,0.93238979244728504,0.0020150649646542163,0.52672001311743044,0.72542568318066469,0.38116504122164552,0.6658851766483711,0.55638180308473617,0.67995467194414205,0.58545767561869289,0.57746985727850841,0.75349850154660714,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.01,4,0.93227832349380546,0.0049048826195807905,0.54361608966478248,0.72359977591244051,0.4077339839956714,0.66671998938133392,0.55534531197044823,0.6813458984245272,0.58524756800369993,0.57448588734403461,0.75347150099910154,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.02,0,0.93112076128459631,0.0045985751183383241,0.56563794224335362,0.73038372368591942,0.56382652279307399,0.67855915177607629,0.56519197755618422,0.69013592027786919,0.59365187260342223,0.5980592498263777,0.75506453330193846,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.02,1,0.93134369919155502,0.010166148934533183,0.55747466930474543,0.7311983592363579,0.63799815470389643,0.67776228507643033,0.56648759144904415,0.69051534568161066,0.60100563912817928,0.60283360172153577,0.75521303631321979,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.02,2,0.93112076128459631,0.002438547889542942,0.55766451286145724,0.73170399509525064,0.56493356207532508,0.67897655814255775,0.56959706479190819,0.68795422420635621,0.59491251829338065,0.59686566185258827,0.75532103850324273,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.02,3,0.93124937930784146,0.0079620079364216296,0.55671529507789819,0.73194276758417232,0.58264619059134237,0.67829352954286093,0.5714109242419122,0.68817555569187205,0.59533273352336669,0.60044642577395679,0.75546954151452417,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.02,4,0.93138657186597018,0.01078844959337733,0.55671529507789819,0.73142308628475472,0.59150250484935107,0.67798996127632916,0.56804232812047617,0.69092638986899713,0.59617316398333897,0.59686566185258827,0.75530753822948993,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.03,0,0.93060628919161437,0.0073692589352057983,0.58784963837863669,0.73402149278184292,0.65460374393766263,0.68455462504008047,0.57762987092764018,0.6931397047241552,0.59764391728829047,0.62073742132837861,0.75772408723125095,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.03,1,0.93040907488930435,0.0068606903309800021,0.59259572729643228,0.73417599262761568,0.72324017943722974,0.68231580907440825,0.5791846075990722,0.69389855553163793,0.60310671527810988,0.62103581832182608,0.75795359188504963,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.03,2,0.93058914012184812,0.0060272591177282795,0.58917854327561958,0.73536985507222385,0.65349670465541154,0.68417516470691564,0.57996197593478815,0.69276027932041384,0.60352693050809614,0.61864864237424699,0.75819659681260099,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.03,3,0.93034047861024005,0.006349546472246735,0.58291370590412939,0.73504680994015326,0.66899525460692666,0.68341624404058621,0.58099846704907621,0.69238085391667248,0.60016520866820711,0.61655986342011537,0.7574675820299468,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.03,4,0.93100929233111684,0.013687142067413208,0.58139495745043479,0.73500467361857891,0.65903190106666698,0.68447873297344763,0.58151671260622029,0.69456254998818545,0.60268650004812374,0.61596306943322054,0.75768358640999245,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.04,0,0.93020328605211178,0.0070821923632765306,0.58955823038904309,0.73657776295735677,0.7088486687679656,0.68910814903805839,0.58773565929194815,0.69652291457418247,0.60142585435816553,0.63058452211214222,0.75879060885772676,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.04,1,0.93004894442421715,0.0088282675465575777,0.5944941628635505,0.73652158119525746,0.73320353297748941,0.68698317117233532,0.58773565929194815,0.69718690903073,0.60100563912817928,0.63028612511869486,0.75884460995273806,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.04,2,0.92984315558702435,0.0066793302025557567,0.5848121414712476,0.73730812586464622,0.71881202230822538,0.68861485060494421,0.58825390484909224,0.69614348917044111,0.60962005134289476,0.62431818524974725,0.75893911186900798,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
Berlin,2000,0.04,3,0.93020328605211167,0.010219121287068924,0.5848121414712476,0.73680249000575349,0.70995570805021668,0.68713495530560131,0.58903127318480819,0.69642805822324727,0.60331682289310296,0.62491497923664197,0.75875010803646814,0.44971084401991795,1.0,0.80692865438891526,0.59355797688091416,0.64136210064837507,0.0
