Case study,Year,Var Par Value,Seed,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Rome,2000,0.0,0,0.97632573137075318,0.021054659864917159,0.67240955267307068,0.76495397204796367,0.74628610052325939,0.64266094775986482,0.62666299810972093,0.69780956098005475,0.6586889112833364,0.639122848858373,0.73431549769809357,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.0,1,0.97649050008630012,0.013269735318849056,0.67143582310564465,0.76554634404448241,0.74577736454607879,0.64099373600757803,0.62679143973881157,0.69597288594707496,0.65742829784393975,0.63833833331241296,0.73302961500446251,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.0,2,0.97640811572852659,0.021177141484959732,0.67105328648987006,0.76543864004511541,0.74545031998931999,0.6465511085152007,0.62677003280062982,0.6972356000322486,0.6564828377643922,0.63833833331241296,0.7331176891615605,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.0,3,0.97658786341821402,0.014605369522867206,0.66917537946697681,0.76547454137823778,0.74563201140974145,0.6465511085152007,0.62687706749153871,0.69551371718883004,0.6586889112833364,0.63833833331241296,0.7327653925331683,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.0,4,0.97673765315962024,0.022110974286197526,0.67150537521760356,0.76520528137982013,0.74603173253466915,0.64543963401367621,0.6268342536151752,0.69717820393746799,0.65963437136288394,0.639122848858373,0.7327653925331683,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.001,0,0.97601866240087076,0.020752770847907387,0.67105328648987006,0.76486421871515786,0.74628610052325939,0.64266094775986482,0.62668440504790268,0.69803914535917722,0.6586889112833364,0.639122848858373,0.73486155747210147,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.001,1,0.97613100470692538,0.013937243466749318,0.67001000481048489,0.76551044271136004,0.74566834969382578,0.64099373600757803,0.6268342536151752,0.69614507423141692,0.65774345120378885,0.63833833331241296,0.73362851927272899,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.001,2,0.97611602573278466,0.020290759488346237,0.6701838850903824,0.7653488867123095,0.74545031998931999,0.6465511085152007,0.62674862586244806,0.69735039222180983,0.65616768440454309,0.63833833331241296,0.73385751208118388,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.001,3,0.9763706682931752,0.015668339127466447,0.66834075412346872,0.7654565907116766,0.74566834969382578,0.6465511085152007,0.62685566055335695,0.69562850937839127,0.6586889112833364,0.63833833331241296,0.7331705336558193,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.001,4,0.97654292649579222,0.021903781271275638,0.67070552593007504,0.76522323204638132,0.74599539425058481,0.64543963401367621,0.62677003280062982,0.69735039222180983,0.65963437136288394,0.639122848858373,0.73304722983588211,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.002,0,0.97584640419825364,0.020284036355689584,0.67007955692244392,0.76477446538235194,0.74621342395509072,0.64266094775986482,0.62666299810972093,0.69838352192786091,0.65837375792348729,0.639122848858373,0.73521385410049345,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.002,1,0.97581644624997232,0.012823599670095066,0.66847985834738666,0.76554634404448241,0.74566834969382578,0.64099373600757803,0.6268342536151752,0.69637465861053938,0.65742829784393975,0.63833833331241296,0.73419219387815637,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.002,2,0.97580146727583172,0.019986659212399178,0.66927970763491529,0.76531298537918713,0.74545031998931999,0.6465511085152007,0.6267272189242663,0.69740778831659045,0.6564828377643922,0.63833833331241296,0.73466779432648577,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.002,3,0.97616096265520647,0.014593429824327486,0.66719314427614507,0.76536683737887068,0.74552299655748866,0.6465511085152007,0.62681284667699344,0.69551371718883004,0.6586889112833364,0.63833833331241296,0.733364296801435,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.002,4,0.97627330496126119,0.02161728229650078,0.66952314002677182,0.76515142938013658,0.74585004111424746,0.64543963401367621,0.6267272189242663,0.69757997660093229,0.65963437136288394,0.639122848858373,0.73354044511563099,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.003,0,0.97545695087059747,0.019332822244291715,0.66865373862728428,0.76482831738203549,0.74624976223917505,0.64266094775986482,0.62670581198608444,0.69826872973829968,0.6586889112833364,0.639122848858373,0.73595367702011683,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.003,1,0.97559176163786299,0.012673341864180192,0.66754090483594009,0.76551044271136004,0.74566834969382578,0.64099373600757803,0.62677003280062982,0.69614507423141692,0.65679799112424131,0.63833833331241296,0.73465017949506617,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.003,2,0.97554682471544119,0.018574322678034657,0.66830597806748926,0.7652411827129425,0.74548665827340432,0.6465511085152007,0.6267272189242663,0.69740778831659045,0.6564828377643922,0.63833833331241296,0.73505532061771706,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.003,3,0.97589134112067522,0.014397083328844309,0.66583687809294445,0.7653488867123095,0.74545031998931999,0.6465511085152007,0.6268342536151752,0.69557111328361065,0.65900406464318573,0.63833833331241296,0.73392797140686228,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.003,4,0.97607108881036275,0.02140665969085527,0.66851463440336623,0.76506167604733077,0.74585004111424746,0.64543963401367621,0.62670581198608444,0.69769476879049352,0.65931921800303483,0.639122848858373,0.73385751208118388,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.004,0,0.97523975574555843,0.020302726042654803,0.66691493582830907,0.76475651471579076,0.74639511537551229,0.64266094775986482,0.62666299810972093,0.69838352192786091,0.65900406464318573,0.63990736440433305,0.73616505499715224,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.004,1,0.97523975574555843,0.012453314842037001,0.66590643020490337,0.76547454137823778,0.74559567312565722,0.64099373600757803,0.62674862586244806,0.69597288594707496,0.65679799112424131,0.63833833331241296,0.73530192825759155,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.004,2,0.97519481882313674,0.018270823327994155,0.66628896682067795,0.76518733071325895,0.74541398170523565,0.6465511085152007,0.62666299810972093,0.69746518441137106,0.65711314448409064,0.63833833331241296,0.73549569140320714,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.004,3,0.97547192984473807,0.014691329109159606,0.66416762740592816,0.76543864004511541,0.74552299655748866,0.6465511085152007,0.6268342536151752,0.69551371718883004,0.65900406464318573,0.63833833331241296,0.73426265320383477,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.004,4,0.97578648830169112,0.022312208879790126,0.66726269638810409,0.76497192271452485,0.7458863793983318,0.64543963401367621,0.6267272189242663,0.69769476879049352,0.6586889112833364,0.639122848858373,0.73426265320383477,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.005,0,0.97486528139204309,0.020533917429883263,0.6656977738690264,0.76470266271610721,0.74639511537551229,0.64266094775986482,0.62668440504790268,0.69815393754873845,0.65931921800303483,0.63990736440433305,0.73679918892825802,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.005,1,0.97491021831446489,0.012536288350893977,0.66409807529396925,0.76536683737887068,0.74559567312565722,0.64099373600757803,0.62666299810972093,0.69591548985229434,0.65679799112424131,0.63833833331241296,0.73570706938024244,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.005,2,0.97486528139204298,0.018001760527804438,0.66475882035757972,0.76515142938013658,0.74541398170523565,0.6465511085152007,0.62664159117153906,0.69740778831659045,0.65711314448409064,0.63833833331241296,0.73593606218869723,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.005,3,0.9749851131851679,0.014923251677614574,0.66267225699880949,0.7653488867123095,0.745559334841573,0.6465511085152007,0.62677003280062982,0.69557111328361065,0.65837375792348729,0.63833833331241296,0.73517862443765425,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.005,4,0.97547192984473807,0.021994015914903693,0.6654195654211903,0.76497192271452485,0.74577736454607879,0.64543963401367621,0.62670581198608444,0.69769476879049352,0.65837375792348729,0.639122848858373,0.73466779432648577,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.006,0,0.97452076498680873,0.020213241496924876,0.66455016402170275,0.76464881071642377,0.74624976223917505,0.64266094775986482,0.62666299810972093,0.69821133364351906,0.65900406464318573,0.63990736440433305,0.7373628635336853,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.006,1,0.97449080703852753,0.012851896625629061,0.66242882460695296,0.76542068937855423,0.74552299655748866,0.64099373600757803,0.62664159117153906,0.69597288594707496,0.65679799112424131,0.63833833331241296,0.73634120331134811,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.006,2,0.97460314934458214,0.018347263366855399,0.6639589710700512,0.76511552804701422,0.74548665827340432,0.6465511085152007,0.62664159117153906,0.69757997660093229,0.65711314448409064,0.63833833331241296,0.73641166263702673,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.006,3,0.97456570190923075,0.015197715171802302,0.66145509503952693,0.7653488867123095,0.745559334841573,0.6465511085152007,0.62677003280062982,0.69562850937839127,0.65837375792348729,0.63833833331241296,0.73579514353734043,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.006,4,0.97511992395243363,0.021643665441133737,0.66458494007768232,0.7649180707148413,0.74577736454607879,0.64543963401367621,0.62670581198608444,0.69775216488527414,0.65837375792348729,0.639122848858373,0.73530192825759155,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
Rome,2000,0.007,0,0.97395905345653566,0.017518944229543879,0.6629504654466456,0.76464881071642377,0.74617708567100638,0.64266094775986482,0.6266201842333573,0.69844091802264152,0.65900406464318573,0.63990736440433305,0.73826121993608518,0.66176489321654119,0.39464603901111484,0.86587552880599372,0.6079036184705402,0.70461041013260139,0.99442533646613152
