Key,Kappa,KSIM,AAWCE
2000-0,0.89312223734200236,0.17404343360990818,0.012720849408979636
2000-1,0.89326282245227628,0.17614052737515468,0.012382331637317804
2000-2,0.89307261906778768,0.17182037121470714,0.012719059873700252
2000-3,0.89341167727491977,0.17721503757584178,0.013100686426756884
2000-4,0.89304780993068056,0.17223482308006369,0.012852394734338281
2000-5,0.89280798827197705,0.17329632051919133,0.012017239468827498
2000-6,0.89270048201117891,0.17146863413697014,0.012943024382526909
2000-7,0.89316358590384759,0.17409291197026686,0.012608462567398775
2000-8,0.89388305087995779,0.17774733928652253,0.012723356920865091
2000-9,0.89344475612439633,0.17711476189795969,0.012566398877689313
2000-10,0.89350264411097979,0.17790698263793772,0.012228432406211067
2000-11,0.89317185561621637,0.17181235418298482,0.012507630898930261
2000-12,0.8937259263449453,0.1775437341480855,0.01240291696932409
2000-13,0.89346129554913434,0.17651089937799724,0.012836124404697818
2000-14,0.89351091382334902,0.17596601309606097,0.012172071878891763
2000-15,0.89302300079357322,0.17416604697604082,0.012581754106659888
2000-16,0.89332071043885986,0.17378050953300114,0.012384957217812296
2000-17,0.89354399267282536,0.17787110817617086,0.012856154342743127
2000-18,0.89283279740908428,0.17230350549857498,0.012781728501192089
2000-19,0.89309742820489513,0.17409489337507658,0.012834209963235947
2000-20,0.89264259402459523,0.17190919388231607,0.012510636797150414
2000-21,0.89320493446569293,0.1727457422855915,0.012323237502663956
2000-22,0.89297338251935854,0.17283987251610211,0.012423179450155442
2000-23,0.89287414597092962,0.17372124155546334,0.012575571954862986
2000-24,0.89318012532858571,0.17351377770649959,0.012631652074241597
2000-25,0.89356053209756348,0.17597365080860697,0.01258933130641089
2000-26,0.89310569791726391,0.17371184459187922,0.012790865641365945
2000-27,0.89321320417806205,0.17296872310939182,0.012381019297491344
2000-28,0.89294857338225142,0.17314992226546841,0.0126034032265231
2000-29,0.89321320417806205,0.17414673897030053,0.012572610707410883
2000-30,0.89347783497387245,0.17545112434292676,0.012477013501889987
2000-31,0.89251027862668997,0.17138396172996867,0.012526694252813999
2000-32,0.89342821669965822,0.17667248821319592,0.012471926105942416
2000-33,0.8929237642451443,0.17511750771348233,0.012207928676769458
2000-34,0.89307261906778768,0.17067658934917354,0.012440573950700544
2000-35,0.89329590130175252,0.17581322263742877,0.012420393187641904
2000-36,0.89359361094703971,0.17613474595077289,0.012845951739780077
2000-37,0.89380035375626676,0.17639154939679244,0.012662813676181888
2000-38,0.89342821669965822,0.1747359935915539,0.012695639562058221
2000-39,0.89270875172354813,0.1725712708087844,0.012681130215162364
2000-40,0.89248546948958285,0.16818916791587607,0.012094754225884474
2000-41,0.89295684309462053,0.17428986271156,0.013038537123975834
2000-42,0.89330417101412163,0.17477044825876631,0.012970301685529316
2000-43,0.89319666475332393,0.17641242403086446,0.012531714665790726
2000-44,0.89233661466693937,0.16820045062584377,0.012162946230250563
2000-45,0.89381689318100488,0.17786822509402653,0.012767758706277778
2000-46,0.8925185483390593,0.17027806156066097,0.012314362474924158
2000-47,0.89276663971013182,0.17305699732603685,0.012670507108313377
2000-48,0.89227872668035602,0.16951239657619824,0.012345746598904717
2000-49,0.89383343260574311,0.18024920691731861,0.012896795389673176
