Case study,Year,Seed,Kappa,KSIM,AAWCE
Madrid,2000,0,0.87026475235386336,0.11177249803165432,0.0083490838799607486
Madrid,2000,1,0.8697272210498731,0.10884115345767628,0.0086061639594106013
Madrid,2000,2,0.87000012155805273,0.11070599757960842,0.0084012214783982728
Madrid,2000,3,0.87124057841341496,0.11800360843289348,0.0087687382696558479
Madrid,2000,4,0.87025648264149424,0.11199489521876323,0.0087414872333718661
Madrid,2000,5,0.86911526233456116,0.10719075809908457,0.0084044795385150254
Madrid,2000,6,0.86951220852827693,0.10913532930969672,0.0088221785176300811
Madrid,2000,7,0.86932200514378821,0.10632533780869061,0.0088892570270021135
Madrid,2000,8,0.86937989313037167,0.10965859836589389,0.0080739469946775038
Madrid,2000,9,0.87017378551780333,0.1113122111093377,0.0082603818349605909
Madrid,2000,10,0.87024821292912524,0.11298022227435899,0.0087516755516987045
Madrid,2000,11,0.87081055337022284,0.11390870060507424,0.0086302582069929454
Madrid,2000,12,0.87037225861466139,0.11208128785423729,0.0081888635253837775
Madrid,2000,13,0.87003320040752896,0.11303958367609655,0.0080618091002473899
Madrid,2000,14,0.87064515912284102,0.11453357191988878,0.0090174628044799587
Madrid,2000,15,0.87034744947755416,0.11397717435701778,0.0081744361661232352
Madrid,2000,16,0.8692475777324663,0.10996605161563686,0.0083221603571230866
Madrid,2000,17,0.86953701766538405,0.11194878465466385,0.009182736672388659
Madrid,2000,18,0.87039706775176862,0.11261006640376982,0.0077479381301036607
Madrid,2000,19,0.86974376047461122,0.11165848351434038,0.0084201772926396357
Madrid,2000,20,0.86900775607376302,0.1070181470475503,0.0085877816740817219
Madrid,2000,21,0.8696610633509203,0.10993321745968548,0.0083485230182545854
Madrid,2000,22,0.86986780616014725,0.1090901456235948,0.0084352464022781608
Madrid,2000,23,0.87018205523017234,0.11170102084657577,0.0091240813816266062
Madrid,2000,24,0.87033917976518516,0.11068614593505231,0.0086621643374569634
Madrid,2000,25,0.86950393881590793,0.10798348914283273,0.0083880915593350942
Madrid,2000,26,0.86985953644777836,0.11049068869286752,0.0082526471509856772
Madrid,2000,27,0.86989261529725492,0.10886814505751947,0.0086893769158769424
Madrid,2000,28,0.86880101326453596,0.10687247666855494,0.0088036219950246835
Madrid,2000,29,0.86961144507670596,0.10932477405900588,0.0089044259298007526
Madrid,2000,30,0.86961971478907507,0.11102169357304394,0.0083786253985578263
Madrid,2000,31,0.87045495573835197,0.1141704791256158,0.0090614797541467892
Madrid,2000,32,0.87015724609306522,0.11498454758275242,0.008769863037874458
Madrid,2000,33,0.87018205523017234,0.11288271999161692,0.008516844122148249
Madrid,2000,34,0.86876793441505962,0.1074808217973689,0.0083617983991903146
Madrid,2000,35,0.86992569414673093,0.11045031265528414,0.0077724994888984482
Madrid,2000,36,0.86989261529725437,0.11230253818942414,0.0078312535035541114
Madrid,2000,37,0.86999185184568373,0.11096746459116363,0.0082810217474132593
Madrid,2000,38,0.8697354907622421,0.11091021915838438,0.0078616289033541682
Madrid,2000,39,0.87043014660124485,0.11400746767299251,0.007958708272605983
Madrid,2000,40,0.86979337874882567,0.11019989861925154,0.0085384651340830904
Madrid,2000,41,0.86966106335092064,0.10727027449849685,0.0083505458433975905
Madrid,2000,42,0.86983472731067124,0.1111547167905426,0.0083453303209646262
Madrid,2000,43,0.87038879803939939,0.11475811044808938,0.0089258167738452462
Madrid,2000,44,0.8691648806087755,0.10637805000279578,0.0092302376222541792
Madrid,2000,45,0.87026475235386336,0.11139583734505311,0.0084715892121929471
Madrid,2000,46,0.86975203018698022,0.11165238233562079,0.0088101744383452182
Madrid,2000,47,0.86989261529725459,0.10986378088065034,0.0084780398509634019
Madrid,2000,48,0.86873485556558305,0.10537799338458238,0.0086264601825978369
Madrid,2000,49,0.87036398890229205,0.11221703017321688,0.008179697687954875
Madrid,2006,0,0.90833207542875138,0.049925592379757945,0.0075974541298563705
Madrid,2006,1,0.90834022513755042,0.052969041562345366,0.0079944783388546607
Madrid,2006,2,0.90828317717595752,0.048604248201471405,0.0075663803223063137
Madrid,2006,3,0.90835652455514826,0.051424742473227175,0.0076654386340047993
Madrid,2006,4,0.90789199115360464,0.048330367736365225,0.0077140213203800816
Madrid,2006,5,0.90823427892316333,0.052166240864065967,0.0077745300350841543
Madrid,2006,6,0.90781864377441401,0.047166165724129301,0.0074948692875699378
Madrid,2006,7,0.90848691989593233,0.052008643397700158,0.0075180802765927339
Madrid,2006,8,0.90853581814872642,0.053106389667421733,0.0080570738035617567
Madrid,2006,9,0.90892700417107897,0.054779839943605031,0.0074285496267991573
Madrid,2006,10,0.90841357251674137,0.052865880754934827,0.0071968914813399067
Madrid,2006,11,0.90867436319830985,0.05234289937147827,0.0079258700746423875
Madrid,2006,12,0.90797348824159496,0.048714729629946323,0.0077488356437304517
Madrid,2006,13,0.90825872804956032,0.05203314147790624,0.0076987147630582986
Madrid,2006,14,0.90781864377441368,0.050096494610928681,0.0073599912334022461
Madrid,2006,15,0.90794088940639894,0.049091531787521937,0.0077892856857066104
Madrid,2006,16,0.90845432106073665,0.053282116076941916,0.0077701776083179607
Madrid,2006,17,0.90785939231840873,0.048429899411728421,0.0077447867379918291
Madrid,2006,18,0.90797348824159507,0.046853722492061413,0.0079152173104239613
Madrid,2006,19,0.90754155367524736,0.047626775868199557,0.0075135592670635019
Madrid,2006,20,0.90772899697762477,0.049801080700975067,0.0073815279243338054
Madrid,2006,21,0.90805498532958495,0.04851848673053033,0.0075881254591582984
Madrid,2006,22,0.90850321931353062,0.050188566448900643,0.0077105125046397572
Madrid,2006,23,0.90815278183517323,0.050788147759672941,0.0075444033880570117
Madrid,2006,24,0.90869881232470673,0.051733826234480855,0.0078366935967836525
Madrid,2006,25,0.90843802164313836,0.051207049691664425,0.0075073124762406905
Madrid,2006,26,0.90792458998880077,0.05027292315917762,0.0072950382221739826
Madrid,2006,27,0.90827502746715827,0.050181790809152103,0.007379274246842738
Madrid,2006,28,0.90803053620318797,0.051439025083746696,0.0081532169841492357
Madrid,2006,29,0.90821797950556515,0.050502732926102988,0.0078726619955821371
Madrid,2006,30,0.90817723096157021,0.051810553556034679,0.0076791878015018081
Madrid,2006,31,0.90754970338404639,0.046866436002383466,0.0073553632804183406
Madrid,2006,32,0.90826687775835935,0.050271501345408066,0.0077385785505228897
Madrid,2006,33,0.90832392571995224,0.051471466789110062,0.0072321378997454314
Madrid,2006,34,0.90788384144480594,0.051222732283656335,0.00800337566153346
Madrid,2006,35,0.90814463212637409,0.04869458967978102,0.00792525622880705
Madrid,2006,36,0.90834837484634934,0.052733791159740064,0.0078769844067930368
Madrid,2006,37,0.90811203329117807,0.04850516643667549,0.0078104587573742225
Madrid,2006,38,0.9085276684399276,0.051511717258980301,0.0077167517878662297
Madrid,2006,39,0.90798163795039399,0.049238624544851908,0.0079477214724251594
Madrid,2006,40,0.90853581814872642,0.052037672436277341,0.0072765215703156092
Madrid,2006,41,0.90824242863196225,0.052385139832343955,0.0077197820986237035
Madrid,2006,42,0.90901665096786799,0.055599566691613346,0.0075657972832419698
Madrid,2006,43,0.907900140862404,0.049912444216549466,0.0078501708995666625
Madrid,2006,44,0.9082261292143643,0.049613838267403551,0.0076844495991713049
Madrid,2006,45,0.90847877018713363,0.05170101232668866,0.0076357967609876213
Madrid,2006,46,0.90816093154397226,0.051256838111005724,0.0073867391191273215
Madrid,2006,47,0.90834837484634945,0.052597684238448371,0.0080032515207107396
Madrid,2006,48,0.90846247076953524,0.051755790586037895,0.0077074476990733444
Madrid,2006,49,0.90805498532958517,0.050111011446560397,0.0075124192047964855
